file,notes,barlines
ussr13.krn,32,6
ussr07.krn,56,8
ussr06.krn,27,7
ussr12.krn,34,8
ussr23.krn,18,4
ussr22.krn,34,8
ussr36.krn,29,8
ussr08.krn,24,6
ussr20.krn,16,2
ussr34.krn,28,8
rossiya1.krn,59,24
ussr35.krn,70,16
ussr21.krn,52,18
ussr09.krn,22,4
ussr25.krn,27,8
ussr31.krn,30,7
ussr19.krn,11,2
ussr18.krn,25,6
ussr30.krn,45,8
ussr24.krn,31,10
ussr32.krn,58,15
ussr26.krn,16,4
ussr27.krn,95,16
ussr33.krn,38,8
tirol02.krn,88,28
tirol03.krn,87,16
tirol01.krn,65,8
tirol14.krn,73,16
tirol10.krn,106,24
tirol04.krn,135,40
tirol05.krn,35,12
tirol11.krn,55,20
tirol07.krn,97,24
tirol13.krn,75,20
tirol12.krn,121,30
tirol06.krn,76,16
tirol08.krn,41,8
tirol09.krn,95,31
luxemb07.krn,93,20
luxemb06.krn,42,17
luxemb04.krn,35,8
luxemb05.krn,41,14
luxemb01.krn,41,9
luxemb02.krn,25,7
luxemb03.krn,41,9
luxemb08.krn,60,16
elsass33.krn,63,20
elsass27.krn,64,16
elsass26.krn,32,9
elsass32.krn,73,22
elsass24.krn,51,14
elsass30.krn,50,10
elsass18.krn,71,16
elsass19.krn,22,8
elsass31.krn,64,16
elsass25.krn,75,28
elsass09.krn,34,12
elsass21.krn,47,24
elsass35.krn,54,24
elsass34.krn,52,16
elsass20.krn,30,8
elsass08.krn,24,7
elsass36.krn,33,12
elsass22.krn,44,16
elsass23.krn,26,8
elsass37.krn,38,16
elsass50.krn,33,8
elsass44.krn,67,12
elsass78.krn,78,24
elsass87.krn,77,20
elsass86.krn,86,16
elsass79.krn,60,14
elsass45.krn,21,4
elsass51.krn,40,11
elsass47.krn,44,12
elsass53.krn,35,8
elsass84.krn,46,12
elsass90.krn,32,8
elsass91.krn,38,8
elsass85.krn,75,20
elsass52.krn,73,20
elsass46.krn,79,26
elsass42.krn,66,16
elsass56.krn,51,12
elsass81.krn,40,16
elsass80.krn,76,26
elsass57.krn,53,16
elsass43.krn,50,20
elsass69.krn,90,24
elsass55.krn,48,12
elsass41.krn,45,12
elsass82.krn,69,12
elsass83.krn,69,16
elsass40.krn,22,8
elsass54.krn,85,32
elsass68.krn,32,10
elsass71.krn,27,8
elsass65.krn,39,12
elsass59.krn,41,12
elsass58.krn,41,12
elsass64.krn,40,16
elsass70.krn,74,24
elsass66.krn,54,12
elsass72.krn,43,14
elsass73.krn,28,8
elsass67.krn,28,8
elsass63.krn,65,14
elsass77.krn,27,8
elsass88.krn,79,16
elsass89.krn,30,8
elsass76.krn,26,8
elsass62.krn,56,23
elsass48.krn,55,20
elsass74.krn,27,8
elsass60.krn,57,16
elsass61.krn,75,16
elsass75.krn,36,15
elsass49.krn,65,12
elsass12.krn,61,12
elsass06.krn,34,8
elsass07.krn,45,12
elsass13.krn,65,12
elsass05.krn,43,10
elsass11.krn,32,8
elsass39.krn,36,14
elsass38.krn,59,15
elsass10.krn,32,11
elsass04.krn,27,8
elsass28.krn,55,12
elsass14.krn,27,8
elsass15.krn,88,18
elsass01.krn,30,8
elsass29.krn,41,8
elsass17.krn,58,12
elsass03.krn,42,12
elsass02.krn,45,15
elsass16.krn,36,12
jugos039.krn,22,4
jugos005.krn,22,6
jugos011.krn,32,8
jugos010.krn,28,10
jugos004.krn,24,4
jugos038.krn,22,5
jugos012.krn,20,4
jugos006.krn,18,4
jugos007.krn,20,8
jugos013.krn,14,4
jugos017.krn,18,4
jugos003.krn,25,4
jugos002.krn,25,8
jugos016.krn,17,6
jugos014.krn,15,8
jugos028.krn,16,4
jugos029.krn,30,8
jugos015.krn,14,8
jugos001.krn,26,7
jugos112.krn,28,10
jugos106.krn,16,4
jugos066.krn,31,9
jugos072.krn,19,8
jugos099.krn,30,8
jugos098.krn,18,4
jugos073.krn,20,8
jugos067.krn,32,12
jugos107.krn,21,4
jugos113.krn,21,7
jugos105.krn,16,5
jugos111.krn,20,6
jugos059.krn,19,4
jugos071.krn,53,15
jugos065.krn,15,4
jugos064.krn,27,13
jugos070.krn,32,8
jugos058.krn,22,8
jugos110.krn,21,7
jugos104.krn,8,4
jugos100.krn,20,7
jugos114.krn,29,6
jugos074.krn,32,12
jugos060.krn,26,6
jugos048.krn,17,4
jugos049.krn,16,8
jugos061.krn,11,4
jugos075.krn,21,8
jugos115.krn,40,13
jugos101.krn,22,8
jugos117.krn,48,12
jugos103.krn,14,6
jugos063.krn,25,8
jugos077.krn,9,2
jugos088.krn,29,4
jugos089.krn,14,4
jugos076.krn,18,8
jugos062.krn,10,4
jugos102.krn,26,8
jugos116.krn,72,16
jugos047.krn,26,6
jugos053.krn,12,4
jugos084.krn,42,16
jugos090.krn,17,8
jugos091.krn,20,4
jugos085.krn,16,8
jugos052.krn,21,6
jugos046.krn,18,4
jugos118.krn,60,16
jugos078.krn,20,6
jugos050.krn,27,8
jugos044.krn,21,6
jugos093.krn,21,4
jugos087.krn,23,4
jugos086.krn,19,6
jugos092.krn,20,4
jugos045.krn,20,4
jugos051.krn,14,5
jugos079.krn,14,4
jugos119.krn,38,10
jugos109.krn,16,4
jugos055.krn,11,2
jugos041.krn,20,4
jugos069.krn,23,4
jugos096.krn,21,4
jugos082.krn,14,4
jugos083.krn,23,8
jugos097.krn,22,4
jugos068.krn,17,4
jugos040.krn,18,7
jugos054.krn,11,4
jugos108.krn,15,4
jugos042.krn,18,4
jugos056.krn,10,4
jugos081.krn,13,4
jugos095.krn,16,4
jugos094.krn,31,9
jugos080.krn,12,4
jugos057.krn,20,6
jugos043.krn,25,4
jugos018.krn,20,8
jugos024.krn,33,8
jugos030.krn,17,4
jugos031.krn,39,8
jugos025.krn,20,8
jugos019.krn,42,16
jugos033.krn,18,4
jugos027.krn,22,4
jugos026.krn,20,4
jugos032.krn,27,8
jugos036.krn,19,4
jugos022.krn,18,4
jugos023.krn,21,4
jugos037.krn,21,4
jugos021.krn,18,4
jugos035.krn,28,5
jugos009.krn,26,8
jugos008.krn,36,12
jugos034.krn,28,6
jugos020.krn,17,4
oestr036.krn,65,20
oestr022.krn,93,28
oestr023.krn,139,32
oestr037.krn,34,8
oestr021.krn,30,6
oestr035.krn,70,17
oestr009.krn,56,12
oestr008.krn,44,12
oestr034.krn,45,12
oestr020.krn,46,12
oestr018.krn,41,8
oestr024.krn,86,16
oestr030.krn,48,18
oestr031.krn,38,8
oestr025.krn,29,11
oestr019.krn,87,20
oestr033.krn,124,34
oestr027.krn,27,8
oestr026.krn,34,12
oestr032.krn,27,8
oestr055.krn,52,16
oestr041.krn,48,12
oestr069.krn,69,16
oestr096.krn,48,12
oestr082.krn,27,8
oestr083.krn,47,12
oestr097.krn,60,16
oestr068.krn,35,12
oestr040.krn,48,16
oestr054.krn,69,19
oestr042.krn,55,13
oestr056.krn,59,15
oestr081.krn,16,4
oestr095.krn,82,16
oestr094.krn,29,8
oestr080.krn,30,12
oestr057.krn,42,14
oestr043.krn,65,13
oestr047.krn,35,8
oestr053.krn,37,8
oestr084.krn,39,10
oestr090.krn,28,8
oestr091.krn,73,24
oestr085.krn,49,16
oestr052.krn,29,8
oestr046.krn,38,8
oestr078.krn,27,8
oestr050.krn,72,16
oestr044.krn,23,8
oestr093.krn,28,8
oestr087.krn,32,6
oestr086.krn,17,4
oestr092.krn,32,8
oestr045.krn,29,8
oestr051.krn,34,11
oestr079.krn,36,8
oestr100.krn,61,12
oestr074.krn,30,8
oestr060.krn,77,16
oestr048.krn,40,15
oestr049.krn,27,8
oestr061.krn,136,29
oestr075.krn,52,24
oestr101.krn,30,8
oestr103.krn,28,6
oestr063.krn,44,12
oestr077.krn,46,8
oestr088.krn,128,30
oestr089.krn,76,16
oestr076.krn,24,4
oestr062.krn,45,12
oestr102.krn,57,12
oestr066.krn,44,12
oestr072.krn,18,5
oestr099.krn,102,20
oestr098.krn,136,33
oestr073.krn,30,8
oestr067.krn,33,8
oestr059.krn,32,7
oestr071.krn,32,8
oestr065.krn,41,12
oestr064.krn,38,10
oestr070.krn,68,26
oestr058.krn,36,9
oestr104.krn,22,4
oestr017.krn,50,20
oestr003.krn,110,24
oestr002.krn,86,16
oestr016.krn,31,8
oestr014.krn,78,16
oestr028.krn,78,13
oestr029.krn,29,12
oestr015.krn,24,9
oestr001.krn,45,8
oestr039.krn,46,11
oestr005.krn,28,8
oestr011.krn,55,14
oestr010.krn,79,20
oestr004.krn,43,8
oestr038.krn,45,10
oestr012.krn,108,28
oestr006.krn,67,24
oestr007.krn,38,10
oestr013.krn,31,8
sverig09.krn,29,11
sverig08.krn,45,8
sverig06.krn,48,8
sverig07.krn,44,8
sverig11.krn,58,16
sverig05.krn,35,13
sverig04.krn,43,8
sverig10.krn,40,7
sverig01.krn,57,12
sverig03.krn,46,8
sverig02.krn,35,8
italia05.krn,43,12
italia04.krn,35,8
italia06.krn,31,8
italia07.krn,56,13
italia03.krn,24,1
italia02.krn,35,8
italia01.krn,51,12
italia08.krn,55,15
